DIA;HUMR;TEMP;PRES_ATM
984;26.08;56.0;94.24
985;26.33;57.0;93.95
986;26.69;64.94;93.96
987;27.33;60.81;94.08
988;26.4;64.19;94.36
989;24.97;65.56;94.37
990;25.9;62.38;94.03
991;25.18;65.25;94.13
992;23.4;68.44;94.22
993;26.25;53.56;94.05
994;24.4;59.56;94.23
995;22.53;65.56;94.41
996;22.87;61.38;94.46
997;25.49;59.12;94.46
998;27.71;51.75;94.33
999;27.98;49.5;94.06
1000;28.16;54.12;93.83
1001;27.67;61.12;93.77
1002;23.86;82.38;94.03
1003;22.94;89.56;94.16
1004;24.19;79.12;94.09
1005;25.49;72.5;93.94
1006;26.51;66.69;93.89
1007;26.85;68.06;94.11
1008;27.54;63.38;94.15
1009;28.8;55.06;94.06
1010;28.26;59.69;94.03
1011;27.37;65.62;94.22
1012;27.85;60.0;94.21
1013;28.7;52.38;94.06
1014;28.69;51.38;94.06
1015;28.8;52.12;93.99
1016;29.36;53.25;94.08
1017;27.61;65.31;94.04
1018;26.67;67.62;93.96
1019;25.03;77.62;94.14
1020;23.32;85.75;94.37
1021;24.97;70.38;94.13
1022;26.05;69.38;93.93
1023;26.53;69.75;93.78
1024;25.32;78.12;94.02
1025;26.49;68.69;94.16
1026;26.89;66.5;94.12
1027;25.73;71.81;94.01
1028;28.1;59.94;93.77
1029;27.73;65.62;93.76
1030;27.16;70.38;93.79
1031;21.43;77.69;93.9
1032;25.4;66.38;93.49
1033;23.44;94.44;93.72
1034;20.19;83.25;94.4
1035;21.69;66.56;94.46
1036;23.01;61.38;94.22
1037;24.4;59.44;93.99
1038;26.06;55.94;94.06
1039;26.94;51.44;94.12
1040;27.8;49.62;93.87
1041;28.88;54.38;93.85
1042;29.76;49.25;94.05
1043;29.05;54.06;94.04
1044;27.15;70.5;94.03
1045;23.82;86.44;94.12
1046;24.57;82.25;94.03
1047;24.61;84.0;94.0
1048;25.26;82.5;93.93
1049;26.6;74.75;93.78
1050;27.65;68.56;93.78
1051;25.32;80.75;93.88
1052;24.95;85.81;93.74
1053;25.69;82.88;93.68
1054;19.39;87.44;94.28
1055;22.97;67.62;94.14
1056;25.1;62.81;93.99
1057;27.13;59.56;94.09
1058;28.57;56.25;93.99
1059;29.8;55.0;93.88
1060;29.25;61.81;93.84
1061;24.44;91.0;93.88
1062;23.6;92.44;94.03
1063;24.37;87.94;94.12
1064;24.62;86.94;94.11
1065;24.87;90.06;94.02
1066;24.21;92.81;94.08
1067;23.62;92.31;93.92
1068;23.76;91.12;93.88
1069;23.55;94.62;94.05
1070;22.22;97.25;94.34
1071;21.71;91.44;94.39
1072;23.03;87.12;94.28
1073;24.12;86.56;94.17
1074;24.25;91.25;94.04
1075;22.24;88.56;94.13
1076;23.36;86.56;93.77
1077;24.45;88.56;93.87
1078;23.55;92.19;93.88
1079;22.83;96.06;93.99
1080;22.85;94.25;93.86
1081;23.37;93.19;94.02
1082;24.1;89.06;94.11
1083;24.44;87.94;93.91
1084;24.23;90.0;93.7
1085;24.76;88.12;93.8
1086;24.57;92.25;94.09
1087;23.71;91.75;94.16
1088;24.33;86.31;93.97
1089;24.91;87.19;93.83
1090;25.34;86.69;93.66
1091;23.69;96.06;93.67
1092;22.93;92.62;93.81
1093;22.33;95.25;94.03
1094;23.05;91.94;93.95
1095;23.08;96.44;93.84
1096;23.19;96.38;94.05
1097;22.9;94.62;94.25
1098;23.31;93.5;94.13
1099;23.96;88.94;93.84
1100;23.25;94.81;93.71
1101;22.23;97.75;93.87
1102;21.81;95.88;94.16
1103;22.05;91.88;94.25
1104;23.69;87.06;94.08
1105;23.91;90.88;94.01
1106;24.19;90.81;93.98
1107;24.06;92.0;93.95
1108;24.34;90.69;93.93
1109;22.94;97.19;94.06
1110;24.08;88.38;93.96
1111;23.6;93.19;93.74
1112;23.77;90.0;93.59
1113;23.58;96.5;93.66
1114;20.23;91.31;94.27
1115;22.03;84.81;94.2
1116;22.24;82.81;94.18
1117;22.84;82.44;94.17
1118;22.96;86.56;94.26
1119;21.98;94.25;94.29
1120;22.63;90.31;94.11
1121;23.02;91.31;93.93
1122;22.68;96.56;93.81
1123;23.41;91.62;93.85
1124;23.58;90.75;93.72
1125;22.9;91.5;93.81
1126;23.55;90.81;93.88
1127;23.55;91.19;93.94
1128;23.58;91.62;93.91
1129;23.87;91.56;93.92
1130;23.91;94.81;94.1
1131;23.38;97.25;94.28
1132;23.19;89.06;94.23
1133;23.64;85.69;94.11
1134;24.41;86.12;94.03
1135;24.37;90.44;93.95
1136;24.05;92.75;93.91
1137;20.02;93.94;94.15
1138;21.65;89.38;94.03
1139;22.46;89.25;94.01
1140;23.01;91.56;93.97
1141;22.82;91.75;93.87
1142;22.72;92.94;93.94
1143;23.07;92.75;93.85
1144;22.74;93.25;93.9
1145;22.55;95.88;94.04
1146;23.23;91.62;93.99
1147;24.15;91.88;94.08
1148;24.01;92.88;94.05
1149;23.62;94.38;94.01
1150;24.21;91.06;94.08
1151;24.39;91.88;94.12
1152;24.58;92.56;94.03
1153;24.03;93.75;93.93
1154;23.68;91.0;94.01
1155;24.03;87.94;93.93
1156;24.18;87.25;93.78
1157;24.58;88.25;93.83
1158;23.91;89.69;94.03
1159;22.98;96.38;94.06
1160;22.76;96.31;94.06
1161;22.35;90.19;94.17
1162;23.8;86.94;94.15
1163;23.85;91.75;94.13
1164;23.1;93.94;94.24
1165;22.32;88.94;94.1
1166;23.19;87.94;93.98
1167;22.99;91.88;94.16
1168;23.1;89.88;94.13
1169;22.75;91.56;94.17
1170;22.49;93.69;94.11
1171;23.66;89.12;93.9
1172;23.21;95.44;93.87
1173;22.4;97.69;94.01
1174;22.44;90.44;93.95
1175;23.33;89.5;93.92
1176;23.19;94.81;94.2
1177;21.39;97.12;94.28
1178;21.85;92.44;94.3
1179;22.94;91.19;94.2
1180;23.29;91.19;94.18
1181;23.17;93.69;94.07
1182;22.6;97.44;94.1
1183;21.82;95.88;94.24
1184;21.69;89.56;94.3
1185;22.44;88.81;94.27
1186;22.76;91.5;94.09
1187;21.54;96.69;94.01
1188;21.93;94.38;94.19
1189;22.33;92.69;94.3
1190;22.31;89.38;94.31
1191;22.77;87.81;94.2
1192;23.2;92.62;94.12
1193;22.73;94.31;94.16
1194;23.01;90.69;94.14
1195;23.58;90.44;94.14
1196;23.36;92.0;94.07
1197;23.37;91.12;94.1
1198;21.7;91.75;94.45
1199;21.31;89.56;94.48
1200;22.5;88.25;94.31
1201;23.21;90.44;94.08
1202;23.81;89.94;94.04
1203;23.26;94.06;94.08
1204;23.48;91.0;94.06
1205;22.79;97.0;94.11
1206;22.15;95.94;94.23
1207;23.08;89.12;94.07
1208;23.58;91.94;94.0
1209;23.15;96.31;93.97
1210;22.8;97.38;93.92
1211;18.93;95.56;94.35
1212;18.94;85.75;94.46
1213;19.19;87.12;94.46
1214;19.25;85.56;94.53
1215;18.33;84.25;94.73
1216;19.33;83.25;94.56
1217;20.87;87.94;94.37
1218;21.62;89.88;94.28
1219;22.42;90.31;94.23
1220;23.1;91.12;94.26
1221;23.19;94.75;94.4
1222;17.5;94.25;94.71
1223;15.8;87.5;94.86
1224;17.68;85.69;94.75
1225;19.5;87.75;94.62
1226;20.66;88.94;94.49
1227;21.26;89.06;94.44
1228;21.19;90.12;94.47
1229;19.7;86.25;94.48
1230;20.44;90.38;94.47
1231;21.76;90.0;94.38
1232;22.22;90.19;94.4
1233;22.38;88.25;94.49
1234;22.14;88.44;94.45
1235;22.0;88.19;94.26
1236;22.26;90.75;94.06
1237;22.56;93.38;94.0
1238;22.72;94.56;94.05
1239;19.06;96.94;94.43
1240;16.84;83.12;94.68
1241;19.52;86.0;94.51
1242;21.19;88.38;94.5
1243;21.62;91.38;94.3
1244;22.2;91.12;94.05
1245;22.56;93.12;94.07
1246;21.26;90.56;94.4
1247;20.03;91.62;94.58
1248;21.19;91.0;94.29
1249;22.08;89.06;94.17
1250;22.5;91.44;94.3
1251;21.49;90.44;94.36
1252;22.1;89.12;94.2
1253;20.83;95.94;94.26
1254;20.51;92.81;94.24
1255;21.26;94.88;94.28
1256;21.23;95.44;94.27
1257;21.72;97.25;94.25
1258;17.78;96.0;94.75
1259;17.76;84.12;94.68
1260;17.28;82.81;94.54
1261;18.39;84.19;94.45
1262;19.69;85.25;94.6
1263;19.93;89.31;94.55
1264;19.27;89.94;94.62
1265;18.64;89.69;94.64
1266;19.98;89.25;94.66
1267;20.05;90.19;94.6
1268;20.86;89.94;94.5
1269;20.98;90.75;94.52
1270;21.23;91.25;94.35
1271;22.05;91.12;94.26
1272;21.49;94.25;94.23
1273;21.76;93.81;94.08
1274;20.33;98.0;94.25
1275;12.33;93.0;94.98
1276;12.19;74.0;95.35
1277;12.46;70.0;95.07
1278;13.55;78.12;94.78
1279;16.73;85.56;94.72
1280;17.88;84.5;94.93
1281;18.23;84.12;94.76
1282;18.59;85.75;94.74
1283;19.38;86.25;94.57
1284;20.76;88.94;94.3
1285;21.73;89.25;94.32
1286;22.41;87.75;94.28
1287;22.05;87.38;94.28
1288;21.96;86.5;94.38
1289;22.19;87.25;94.32
1290;22.19;87.69;94.33
1291;21.87;93.38;94.27
1292;21.73;96.5;94.25
1293;19.25;94.38;94.31
1294;20.14;95.5;94.41
1295;17.65;94.25;94.97
1296;16.14;76.62;95.0
1297;16.33;75.06;94.78
1298;18.0;76.25;94.78
1299;19.37;81.44;94.77
1300;20.78;82.62;94.52
1301;21.08;81.81;94.33
1302;21.91;83.88;94.27
1303;22.45;87.25;94.2
1304;21.72;86.5;94.35
1305;13.26;81.12;94.97
1306;13.42;64.0;95.12
1307;14.6;62.56;94.92
1308;18.01;73.0;94.78
1309;19.08;77.69;95.13
1310;18.99;70.25;95.11
1311;19.19;70.75;94.93
1312;19.58;69.94;94.94
1313;19.61;68.31;94.81
1314;20.62;68.81;94.6
1315;21.44;70.62;94.36
1316;22.4;74.75;94.24
1317;23.55;75.94;94.34
1318;23.57;74.62;94.43
1319;20.27;76.75;94.61
1320;18.94;70.5;94.66
1321;19.74;71.75;94.62
1322;21.69;68.06;94.57
1323;22.72;63.88;94.33
1324;23.48;64.88;94.14
1325;24.71;69.0;94.16
1326;25.33;70.81;94.31
1327;25.15;66.5;94.08
1328;25.08;65.75;93.93
1329;25.83;63.88;94.05
1330;25.65;65.62;93.86
1331;26.19;70.0;93.68
1332;24.95;78.69;93.58
1333;23.85;82.88;93.69
1334;18.95;95.31;93.97
1335;17.02;89.88;94.28
1336;21.13;81.0;94.38
1337;23.32;78.75;94.48
1338;24.38;71.62;94.31
1339;25.55;64.75;94.17
1340;26.12;63.19;94.13
1341;26.06;65.81;94.07
1342;26.51;66.0;94.09
1343;27.12;62.88;93.98
1344;27.41;60.0;94.05
1345;27.18;61.75;94.07
1346;26.74;67.0;93.94
1347;25.66;70.75;94.01
1348;20.02;89.31;94.37
1349;18.26;89.38;94.56
1350;22.86;75.81;94.33
1351;25.04;66.69;94.18
1352;25.76;65.81;94.0
1353;25.44;67.88;94.05
1354;22.75;68.44;94.46
1355;23.44;73.94;94.58
1356;26.37;61.81;94.36
1357;27.44;59.88;94.03
1358;27.21;62.0;93.99
1359;27.67;62.31;94.02
1360;27.53;63.31;94.21
1361;25.01;70.38;94.24
1362;26.11;58.19;94.22
1363;26.48;49.44;94.42
1364;27.09;50.25;94.33
1365;27.84;52.81;94.17
1366;28.24;55.5;94.19
1367;28.7;54.56;94.03
1368;29.13;53.56;93.99
1369;29.8;51.06;93.86
1370;29.04;55.44;93.77
1371;29.33;52.25;93.65
1372;29.1;55.62;93.63
1373;26.27;69.94;93.93
1374;22.28;82.75;94.16
1375;26.22;61.56;93.99
1376;27.51;63.31;93.93
1377;27.58;66.44;93.86
1378;29.44;54.94;93.81
1379;29.24;59.0;93.81
1380;26.15;77.0;94.01
1381;26.27;74.38;94.0
1382;28.73;63.81;93.62
1383;27.98;68.25;93.54
1384;27.85;67.5;93.76
1385;20.27;81.62;94.42
1386;23.2;74.19;94.26
1387;25.37;70.88;94.14
1388;23.44;69.62;94.37
1389;25.6;57.12;94.23
1390;28.08;53.81;93.89
1391;28.34;58.62;93.76
1392;28.99;62.56;93.59
1393;22.58;77.94;94.22
1394;22.74;61.69;94.51
1395;25.02;47.06;94.37
1396;27.63;45.25;94.26
1397;29.29;52.81;94.3
1398;28.85;57.81;94.17
1399;28.49;58.0;93.91
1400;28.76;56.69;93.94
1401;29.55;53.62;93.84
1402;26.96;69.81;93.88
1403;25.93;75.0;93.92
1404;27.27;66.19;93.72
1405;26.56;69.81;93.78
1406;22.21;75.88;94.21
1407;24.54;60.44;94.13
1408;26.72;58.19;93.98
1409;28.11;56.88;93.87
1410;29.22;57.0;93.66
1411;28.69;60.56;93.82
1412;25.73;64.44;94.08
1413;26.05;69.88;93.81
1414;27.02;69.06;93.67
1415;25.01;83.81;93.71
1416;24.51;89.0;93.72
1417;22.82;90.62;93.85
1418;21.98;74.62;94.01
1419;24.26;71.19;94.09
1420;26.19;66.06;94.07
1421;27.72;63.06;93.99
1422;28.65;61.88;93.81
1423;26.4;75.44;93.96
1424;25.48;79.06;94.04
1425;27.26;67.44;93.86
1426;23.95;89.0;94.02
1427;24.73;82.06;93.8
1428;25.68;72.94;93.68
1429;23.95;88.06;93.82
1430;23.38;93.0;93.85
1431;23.5;94.44;93.8
1432;23.23;96.06;93.94
1433;23.05;96.94;93.85
1434;24.33;92.12;93.92
1435;24.3;96.5;94.2
1436;23.3;86.25;94.35
1437;24.13;85.31;94.17
1438;24.5;84.88;94.02
1439;24.73;86.75;93.98
1440;24.98;86.44;93.79
1441;24.52;86.56;93.5
1442;24.44;88.5;93.41
1443;24.79;82.19;93.59
1444;23.74;92.56;93.76
1445;24.03;92.12;93.84
1446;23.59;86.62;93.98
1447;23.73;85.38;94.04
1448;24.83;79.06;93.98
1449;24.56;86.12;93.84
1450;23.07;95.94;93.8
1451;23.69;94.75;93.74
1452;23.27;97.0;93.84
1453;23.26;95.81;93.97
1454;23.78;92.38;93.91
1455;23.9;93.25;93.87
1456;22.83;97.31;94.05
1457;24.18;85.5;94.0
1458;23.73;88.0;94.02
1459;24.4;88.44;94.05
1460;24.69;90.31;93.84
1461;25.06;90.06;93.81
1462;25.23;91.88;93.66
1463;25.35;91.56;93.67
1464;24.71;93.0;93.78
1465;24.32;92.38;93.63
1466;23.93;95.62;93.74
1467;23.38;90.69;94.0
1468;24.19;86.19;93.94
1469;24.12;88.88;93.91
1470;24.02;91.12;93.94
1471;23.51;89.62;93.99
1472;23.66;92.0;93.97
1473;23.33;90.5;94.06
1474;23.17;88.25;94.14
1475;23.51;87.31;94.24
1476;23.41;87.38;94.37
1477;23.63;86.69;94.16
1478;23.63;90.31;94.02
1479;23.37;92.44;94.12
1480;22.99;89.69;94.28
1481;22.76;88.81;94.24
1482;22.37;94.0;94.06
1483;22.65;91.0;94.01
1484;23.48;91.12;94.02
1485;23.66;89.94;94.07
1486;24.23;88.38;94.04
1487;24.42;88.69;93.92
1488;24.38;88.62;93.91
1489;23.18;95.25;93.9
1490;22.81;91.5;93.84
1491;23.72;88.62;93.8
1492;23.34;92.12;93.81
1493;22.29;96.69;93.98
1494;23.14;87.0;93.96
1495;23.83;88.81;93.94
1496;23.57;90.5;93.96
1497;22.59;94.56;94.01
1498;21.49;96.19;94.31
1499;21.63;90.0;94.38
1500;22.21;86.06;94.22
1501;22.54;85.44;94.05
1502;23.0;84.5;93.81
1503;23.69;88.62;93.72
1504;23.33;93.56;93.94
1505;22.13;92.62;94.14
1506;23.53;86.19;94.03
1507;23.03;92.56;94.12
1508;23.05;96.44;94.16
1509;24.05;93.69;94.06
1510;23.15;96.19;93.87
1511;23.8;90.12;93.77
1512;23.98;92.75;93.8
1513;23.78;93.5;93.92
1514;23.6;91.12;94.12
1515;22.86;95.38;94.15
1516;23.09;95.12;94.0
1517;23.78;93.12;94.2
1518;23.46;95.31;94.34
1519;24.04;90.62;94.12
1520;24.08;90.69;94.06
1521;23.52;89.75;94.16
1522;23.94;88.44;94.12
1523;23.93;91.31;94.11
1524;23.52;92.06;94.01
1525;24.01;90.88;93.9
1526;23.63;94.19;93.82
1527;23.25;92.88;93.82
1528;23.01;93.69;93.98
1529;23.17;90.31;93.97
1530;23.4;90.88;93.94
1531;22.91;95.75;94.03
1532;20.98;91.19;94.3
1533;21.49;89.88;94.28
1534;21.23;88.44;94.28
1535;21.16;90.06;94.37
1536;22.66;82.25;94.21
1537;22.66;86.5;94.01
1538;23.11;88.81;94.11
1539;22.98;93.25;94.3
1540;21.39;92.81;94.38
1541;22.94;88.0;94.18
1542;23.8;89.0;94.0
1543;23.92;88.44;93.94
1544;23.55;92.06;93.91
1545;23.27;93.0;94.09
1546;20.3;88.0;94.22
1547;22.31;88.31;94.23
1548;23.58;88.44;94.26
1549;24.37;88.25;94.0
1550;23.09;95.38;93.96
1551;18.44;93.06;94.43
1552;17.3;87.88;94.68
1553;19.06;84.88;94.49
1554;21.0;88.12;94.21
1555;22.65;89.31;94.2
1556;23.33;91.12;94.24
1557;23.58;90.38;94.2
1558;24.1;88.88;94.09
1559;23.95;89.56;94.16
1560;23.81;88.44;94.17
1561;23.62;87.56;93.99
1562;22.99;90.69;93.9
1563;22.83;92.0;93.88
1564;22.49;98.31;94.0
1565;20.86;89.44;94.42
1566;20.19;79.0;94.4
1567;20.8;82.88;94.28
1568;21.98;86.88;94.33
1569;21.32;78.75;94.42
1570;21.87;82.31;94.29
1571;22.97;84.12;94.21
1572;24.11;86.06;94.15
1573;24.5;86.0;93.84
1574;24.31;86.06;93.85
1575;23.96;88.62;93.99
1576;24.56;86.19;94.08
1577;24.4;86.56;94.01
1578;24.62;85.25;93.94
1579;24.77;83.69;94.13
1580;22.0;93.38;94.41
1581;21.22;85.19;94.42
1582;22.98;81.06;94.11
1583;23.75;83.88;94.08
1584;20.23;94.12;94.42
1585;18.32;77.06;94.72
1586;19.1;64.06;94.59
1587;19.82;65.75;94.62
1588;21.3;63.0;94.65
1589;22.42;66.69;94.39
1590;23.25;73.62;94.32
1591;23.13;86.25;94.31
1592;21.8;94.0;94.4
1593;21.12;86.12;94.36
1594;22.33;81.56;94.17
1595;23.52;81.62;94.12
1596;23.71;87.0;94.22
1597;18.69;83.38;94.76
1598;18.16;69.12;94.99
1599;17.04;63.12;95.07
1600;17.21;57.19;94.68
1601;18.77;58.62;94.59
1602;20.66;67.06;94.54
1603;21.8;76.25;94.51
1604;21.73;87.25;94.27
1605;21.56;92.0;94.2
1606;21.7;93.94;94.36
1607;21.9;83.88;94.47
1608;22.92;76.81;94.34
1609;23.88;75.56;94.11
1610;23.98;78.38;93.99
1611;23.59;80.5;94.02
1612;21.12;96.75;94.09
1613;19.45;97.62;94.17
1614;21.4;86.25;94.23
1615;21.73;86.56;94.41
1616;21.78;81.88;94.39
1617;22.58;77.0;94.24
1618;23.43;78.94;94.12
1619;22.69;83.06;94.13
1620;22.98;80.06;94.06
1621;22.4;87.94;94.14
1622;19.02;87.69;94.74
1623;17.44;77.25;94.86
1624;15.22;62.94;94.94
1625;16.0;52.81;94.82
1626;17.33;54.69;94.37
1627;19.37;66.75;94.3
1628;21.0;72.75;94.24
1629;22.7;74.19;94.17
1630;20.17;73.56;94.51
1631;20.48;67.38;94.42
1632;21.96;73.5;94.32
1633;22.77;75.69;94.21
1634;22.94;76.94;94.15
1635;23.54;76.69;94.27
1636;24.24;74.94;94.35
1637;23.84;69.75;94.63
1638;21.86;64.06;94.59
1639;21.97;64.25;94.3
1640;22.76;67.81;94.34
1641;22.85;67.44;94.59
1642;22.94;67.88;94.27
1643;23.12;66.88;94.16
1644;23.82;70.31;94.22
1645;24.62;67.0;94.47
1646;25.19;63.0;94.43
1647;25.62;58.25;94.28
1648;25.05;62.56;94.14
1649;25.17;68.44;94.1
1650;24.96;73.06;94.45
1651;25.49;66.81;94.37
1652;25.54;66.12;94.14
1653;25.65;65.38;93.95
1654;24.08;71.56;94.26
1655;19.57;74.75;94.35
1656;21.51;84.88;94.06
1657;23.55;83.0;93.89
1658;25.22;74.75;93.98
1659;18.34;87.25;94.52
1660;20.99;74.25;94.61
1661;23.17;68.5;94.62
1662;24.29;62.88;94.37
1663;24.73;57.12;94.11
1664;24.87;59.94;94.04
1665;25.33;64.94;94.04
1666;25.04;65.56;94.1
1667;24.98;69.0;94.25
1668;25.87;63.81;94.32
1669;26.34;58.56;94.28
1670;25.78;56.44;94.15
1671;22.69;63.81;94.48
1672;22.11;55.06;94.33
1673;23.81;55.38;94.11
1674;23.89;69.0;94.14
1675;24.33;67.38;94.05
1676;24.48;68.69;94.01
1677;25.51;65.81;93.99
1678;22.15;86.44;94.18
1679;21.32;85.94;94.18
1680;23.03;76.62;94.11
1681;23.88;70.44;94.19
1682;18.15;91.38;94.78
1683;17.73;70.06;95.04
1684;19.46;54.44;94.57
1685;21.44;55.94;94.38
1686;23.8;63.44;94.27
1687;24.83;68.0;94.19
1688;25.48;63.38;93.94
1689;24.01;74.94;93.87
1690;24.44;77.75;93.74
1691;22.07;77.0;94.29
1692;16.85;52.62;95.17
1693;16.03;42.44;94.94
1694;17.65;42.94;94.8
1695;20.08;44.25;94.6
1696;22.25;51.06;94.42
1697;24.19;48.06;94.42
1698;24.65;51.69;94.3
1699;25.27;49.44;94.25
1700;25.72;50.5;94.07
1701;26.7;51.0;94.41
1702;20.9;56.06;94.87
1703;22.25;51.31;94.6
1704;24.13;47.69;94.24
1705;25.71;47.69;93.9
1706;23.71;62.0;94.25
1707;22.68;54.75;94.62
1708;22.4;50.31;94.59
1709;23.01;46.69;94.63
1710;23.54;45.25;94.54
1711;25.55;42.25;94.07
1712;26.38;48.38;93.84
1713;27.12;55.62;94.03
1714;25.26;62.94;94.4
1715;25.02;57.12;94.25
1716;25.34;66.12;93.94
1717;24.08;86.81;93.92
1718;20.95;96.81;94.24
1719;17.14;86.06;94.81
1720;21.11;73.62;94.43
1721;23.88;68.56;94.08
1722;25.68;66.25;93.86
1723;26.8;66.69;93.85
1724;26.94;69.31;93.82
1725;26.75;70.44;93.77
1726;25.51;71.94;94.06
1727;18.94;75.5;94.51
1728;23.11;65.81;94.13
1729;25.11;65.62;93.92
1730;25.37;70.69;93.97
1731;25.49;72.5;93.93
1732;25.51;79.62;93.89
1733;17.01;87.06;94.46
1734;20.11;78.12;94.46
1735;22.99;70.5;94.49
1736;25.21;63.62;94.37
1737;25.98;64.06;94.16
1738;26.46;64.69;93.87
1739;26.31;65.5;93.73
1740;24.79;78.0;93.9
1741;21.57;85.88;94.25
1742;23.78;72.81;93.93
1743;24.41;77.75;94.02
1744;23.09;76.06;94.22
1745;24.08;75.06;94.11
1746;24.97;75.62;93.93
1747;22.51;93.38;94.04
1748;21.86;88.31;94.48
1749;22.76;79.69;94.47
1750;24.85;73.06;94.2
1751;25.05;78.5;93.98
1752;25.26;79.06;94.07
1753;25.71;74.88;94.06
1754;26.12;74.25;93.84
1755;23.78;82.06;93.9
1756;20.99;83.81;94.18
1757;23.05;76.75;94.29
1758;25.4;66.06;94.15
1759;26.8;69.06;93.95
1760;26.98;73.19;93.7
1761;25.82;82.25;93.81
1762;22.78;84.0;93.94
1763;25.21;72.81;93.77
1764;25.77;75.75;93.56
1765;20.94;89.0;94.13
1766;15.99;74.94;95.06
1767;17.33;61.81;95.06
1768;18.16;56.38;94.79
1769;19.79;56.0;94.53
1770;21.31;59.25;94.3
1771;23.56;58.12;94.29
1772;25.16;58.06;94.23
1773;26.31;54.94;94.13
1774;26.59;57.25;93.95
1775;25.97;68.94;93.88
1776;25.74;72.81;93.84
1777;26.42;68.56;93.74
1778;26.62;68.5;93.64
1779;26.01;76.75;93.89
1780;23.83;81.12;94.32
1781;26.81;63.44;94.31
1782;28.16;59.25;94.08
1783;28.62;55.81;93.88
1784;28.26;62.81;93.79
1785;25.68;82.69;93.62
1786;23.48;97.44;93.72
1787;22.76;92.88;94.1
1788;23.17;81.69;94.16
1789;24.56;81.56;94.08
1790;25.15;79.19;94.12
1791;24.98;69.06;94.18
1792;25.91;62.38;94.06
1793;27.04;60.56;93.69
1794;26.89;63.81;93.45
1795;26.52;69.94;93.32
1796;24.75;80.62;93.4
1797;21.55;85.19;93.91
1798;24.05;66.94;93.94
1799;25.79;67.81;93.75
1800;25.63;75.69;93.78
1801;22.99;90.94;94.02
1802;21.7;95.31;94.09
1803;24.11;83.56;93.87
1804;25.25;83.94;93.83
1805;25.76;81.38;93.85
1806;23.14;97.12;93.99
1807;22.23;90.44;93.98
1808;23.71;86.38;93.96
1809;23.9;89.0;93.95
1810;23.79;90.12;93.89
1811;22.99;93.12;93.89
1812;23.07;80.25;93.64
1813;23.15;94.0;93.66
1814;22.79;98.19;93.98
1815;22.93;93.31;94.1
1816;24.31;87.38;93.99
1817;24.65;85.38;93.94
1818;25.09;85.75;93.78
1819;24.65;90.69;93.54
1820;23.29;95.69;93.91
1821;23.32;85.62;94.09
1822;24.15;87.88;93.96
1823;23.7;95.44;93.98
1824;23.09;98.06;94.11
1825;23.41;88.31;94.11
1826;24.02;86.75;94.0
